,Screen Size,Native Screen Resolution,Touchscreen Display,Convertible/Hybrid Display,Processor Type,Processor Cores,Processor Speed,Storage Drive Type,2-in-1,Processor Cache,Other Display Features,Year of Original Release,Display Type,Touchscreen,3D Capable Display,Screen Finish,Built-in Storage - Capacity GB,Built-in Storage Type,Solid-State Drive Capacity,RAM Size,RAM,Graphics Card,ENERGY STAR Qualified,Built-in Memory Card Reader,USB Ports,Integrated Wi-Fi,Webcam,Keyboard Language,Backlit Keyboard,Hard Disk Drive Capacity,Hard Drive Speed (Revolutions Per Minute),Colour,Optical Drive,Front Camera Still Resolution,Integrated Bluetooth,Approximate Battery Life,Pre-loaded Operating System,Compatible Memory Card Types,Operating System Language,Card Reader,Ethernet Port,Video Memory Configuration,Battery Type,Width,Height,Weight,Operating System,windows laptop,Type,Digital Download,CPU,Memory (RAM),Graphics,Disk Space,Internal or External,Other Input or Output Ports,Display Ports,HDCP Compliant,VR Ready,macbook,macbook_air,External Controls & Buttons,Wireless Carrier,Product Condition,Dedicated Video Memory Size,macbook_pro,Loaded Software,Wireless Display (WiDi) Capable,surface,chromebook,Battery - Number of Cells,gaming_laptop
263,,1920x1080,No,No,Intel Core i7-8565U,4,,,,,Narrow border//300nits//FHD 16:9//Glare//NTSC: 72%//Wide View,,,,,,,,,,LPDDR3,NVIDIA GeForce GTX1650,,,,,,,,,,,,,,,,,,,,,,11.30 cm,2.70 cm,4.70 kg,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
264,,1920x1080,,No,Intel Core i7-8565U,4,,,,,Narrow border//Bend+300nits//FHD 16:9//Glare//NTSC: 72%//Wide View,,,,,,,,,,LPDDR3,NVIDIA GeForce MX250,,,,,,,,,,,,,,,,,,,,Dedicated,,11.30 cm,2.70 cm,4.70 kg,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
265,13.3 in,1920x1080,No,No,Intel Apollo Lake Celeron N3350 Processor,4,,,,2MB,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.30 cm,2.70 cm,4.70 kg,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
266,14 in,1920x1080,,No,Intel Core i5 5300u 2.3,2,2.3 GHz,,,,,,,,,,,,256 GB,8 GB,,,,,,,,,,,,,,,,,,,,,,,,11.30 cm,2.70 cm,4.70 kg,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
267,15.6 in,3840 x 2160,Yes,No,Intel Core i7 8750H,6,2.2 GHz,,,,InfinityEdge AntiReflective Touch IPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.30 cm,2.70 cm,4.70 kg,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
268,15.6 in,3840 x 2160,Yes,,Intel Core i7-9750H,6,2.6 GHz,,,,Narrow Border; 400nits; UHD 16:9; DCI-P3: 95%; Wide View,,,,,,,,1 TB,,,,,,,,,,,,,,,,,,,,,,,,,11.30 cm,2.70 cm,4.70 kg,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
269,13.3 in,3840 x 2160,Yes,No,Intel Core i7 8550U,,1.8 GHz,,,8 MB,InfinityEdge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.30 cm,2.70 cm,4.70 kg,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
270,13.3 in,3840x2160,No,,Intel Core i7 8550U,4,,,,8 MB,,,,,,,,,1000 GB,,,,,,,,,,,,,,NO,,,,,,,,,,,11.30 cm,2.70 cm,4.70 kg,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
271,15.6 in,1366x768,No,No,AMD Ryzen 5 2500U Processor,4,2.0 GHz,,,6 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.30 cm,2.70 cm,4.70 kg,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
272,15.6 in,1366x768,No,No,AMD Quad Core A10-9620P,4,2.5 GHz,,,,,,,,,,,,128 GB,,,,,,,,,,,,,,,,,,,,,,,,,11.30 cm,2.70 cm,4.70 kg,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
273,15.6 in,1366x768,No,No,Intel Core i5 (3rd Gen) 3230M / 2.6 GHz Dual-Core,2,,,,,,,,,,,,,,,8 GB,,,,,,,,,,,,DVDRW,,,,,,,,,,,11.30 cm,2.70 cm,4.70 kg,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
274,14.1 in,1366x768,No,No,Intel Cherrytrail Atom x5 Z8350 Processor,4,,,,2MB,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.30 cm,2.70 cm,4.70 kg,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
275,11.6 in,1366x768,No,No,Intel Cherrytrail Atom x5 Z8350 Processor,4,,,,2MB,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.30 cm,2.70 cm,4.70 kg,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
276,14 in,1366x768,No,No,Intel Core i5 2520m 2.5GHz,2,2.5 GHz,,,,,,,,,,,,,,,,,,,,,,,320 GB,,,,,,,,,,,,,,11.30 cm,2.70 cm,4.70 kg,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
277,14 in,1366x768,,No,Intel Core i5 2520m 2.5GHz,2,2.5 GHz,,,,,,,,,,,,128 GB,8 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
278,14 in,1366x768,,,Intel Core i5 2520m 2.5GHz,2,2.5 GHz,,,,,,,,,,,,,8 GB,8,,,,,,,,,320 GB,,,,,,,,,,,,,,11.30 cm,2.70 cm,4.70 kg,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
279,15.6 in,1366x768,,,Intel Core i5 2520m 2.5GHz,,2.5 GHz,,,,,,,,,,,,,8 GB,8,,,,,,,,,500 GB,,,DVD-ROM,,,,,,,,,,,11.30 cm,2.70 cm,4.70 kg,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
280,14 in,1366x768,No,No,Intel Core I5 3320M,2,2.6 GHz,,,3 MB SmartCache,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.30 cm,2.70 cm,4.70 kg,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
281,14 in,1366x768,No,No,Intel Core i5-5300U,2,2300 GHz,,,3M Cache L2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.30 cm,2.70 cm,4.70 kg,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
282,14 in,1600x900,No,,Intel Core i5-5300U,2,2.30 GHz,,,3 MB SmartCache,,,,,,,,,256 GB,,,,,,,,,,,,,,,,,,,,,,,,,11.30 cm,2.70 cm,4.70 kg,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
283,14 in,1920x1080p,Yes,No,Intel Core i5-5300U,2,,,,3M Cache L2,,,,,,,,,256 GB,,,,,,,,,,,,,,,,,,,,,,,,,11.30 cm,2.70 cm,4.70 kg,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
284,14 in,1366x768,,,Intel Core i5 4300m,,2.6 GHz,,,,,,,,,,,,,,,,,,"2x USB 2.0, 2x USB 3.0",,,,,500 GB,,,,,,,,,,,10/100/1000,,,11.30 cm,2.70 cm,4.70 kg,,1.0,,,,,,,,,"1x VGA Connector, 1x Mini DisplayPort Connector",,,,,,,,,,,,,,,
285,14 in,1366x768,,,Intel Core i5 3320m 2.6GHz,2,2.6 GHz,,,,,,,,,,,,,8 GB,8,,,,,,,,,500 GB,,,,,,,,,,,,,,11.30 cm,2.70 cm,4.70 kg,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
286,14 in,1366x768,,,Intel Core i5 3320m 2.6GHz,2,2.6 GHz,,,,,,,,,,,,128 GB,8 GB,8,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
287,14 in,1366x768,,,Intel Core i5 4300m 2.6GHz,2,2.6 GHz,,,,,,,,,,,,,8 GB,8,,,,,,,,,500 GB,,,,,,,,,,,,,,11.30 cm,2.70 cm,4.70 kg,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
288,14 in,1366x768,,,Intel Core i5 5300u 2.3GHz,2,2.3 GHz,,,,,,,,,,,,128 GB,8 GB,8,,,,,,,,,,,,,,,,,,,,,,,11.30 cm,2.70 cm,4.70 kg,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
289,12.5 in,1366x768,,,Intel Core i5 4300u 1.9GHz,2,1.9 GHz,,,,,,,,,,,,128 GB,8 GB,8,,,,,,,,,,,,,,,,,,,,,,,11.30 cm,2.70 cm,4.70 kg,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
290,12 in,1366x768,No,,Intel 4300U,,1.9 GHz,,,,,,,,,,,,256 GB,8 GB,,,,,,,,,,,7200 RPM,,,,,,,,,,,,,11.30 cm,2.70 cm,4.70 kg,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
291,14.0 in,1366x768,,,Intel Core i5 5300U,2,,,,3MB,,,,,,,,,256 GB,4 GB,4GB RAM,,,,,,,,,,,,,,,,,,,,,,,11.30 cm,2.70 cm,4.70 kg,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
292,14.0 in,1366x768,No,No,Intel Core i5 4300u,2,1.9 GHz,,,,,,,,,,,,120 GB,,,,,,,,,,,,,,,,,,,,,,,,,11.30 cm,2.70 cm,4.70 kg,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
293,,1366x768,No,No,2.4 Ghz,2,,,,2 MB L2,,,,,,,,,,,8 Gb,,,,,,,,,,Not applicable,,,,,,,,,,,,,11.30 cm,2.70 cm,4.70 kg,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
294,14 in,1366x768,No,No,Intel Core I5 4300U,2,1.9 GHz,,,3 MB SmartCache,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.30 cm,2.70 cm,4.70 kg,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
295,12.5 in,1366x768,,No,Intel Core i5 3320m 2.6,2,2.6 GHz,,,,,,,,,,,,128 GB,8 GB,,,,,,,,,,,,,,,,,,,,,,,,11.30 cm,2.70 cm,4.70 kg,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
296,12.5 in,1366x768,,No,Intel Core i5 3320m 2.6,2,2.6 GHz,,,,,,,,,,,,128 GB,4 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
297,14 in,1366x768,No,No,Intel Core i5-3427U,2,1.8 GHz,,,3MB SmartCache,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
298,,1600 x 900,No,No,Intel Core i5-8250U,4,,,,6 MB SmartCache,,,,,,,,,,,DDR4,,,,,,,,,,5400 rpm,,,,,,,,,,,,,11.30 cm,2.70 cm,4.70 kg,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
299,17.3 in,1600 x 900,No,No,10th Generation Intel Core i5-10210U,4,1.6 GHz,,,6 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.30 cm,2.70 cm,4.70 kg,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
300,17.3 in,1600 x 900,No,No,Intel Core i5 (8th Gen),4,1.6 GHz,,,6MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.30 cm,2.70 cm,4.70 kg,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
301,17.3 in,1600 x 900,,No,Intel  i5-4340M,2,2.90 GHz,,,3 MB,,,,,,,,,,,,,,,,,,,,500 GB,,,,,,,,,,,,,,11.30 cm,2.70 cm,4.70 kg,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
302,,1600 x 900,No,No,8th Generation Intel Core i5-8250U,4,,,,6 MB,,,,,,,,,,,DDR4-1866 SDRAM,,,,,,,,,,5400 rpm,,,,,,,,,,,,,11.30 cm,2.70 cm,4.70 kg,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
303,14 in,1600 x 900,,,Intel Core i7-5600U,,2.6 GHz,,,,,,,,,,,,960 GB,16 GB,16GB DDR3,,,,3 x USB 3.0,,,,,,,,,,,,,,,,,,,11.30 cm,2.70 cm,4.70 kg,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
304,14 in,1600 x 900,,,Intel Core i7-5600U,,2.6 GHz,,,,,,,,,,,,480 GB,16 GB,16GB DDR3,,,,3 x USB 3.0,,,,,,,,,,,,,,,,,,,11.30 cm,2.70 cm,4.70 kg,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
305,14 in,1600 x 900,,,Core i5-5300U,,2.3 GHz,,,3,,,,,,,,,960 GB,16 GB,16 GB RAM,,,,,,,,,,,,,,,,,,,,,,,11.30 cm,2.70 cm,4.70 kg,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
306,14 in,1600 x 900,,,Core i5-5300U,,,,,3,,,,,,,,,480 GB,12 GB,12 GB RAM,,,,,,,,,,,,,,,,,,,"MultiMediaCard, SD Memory Card, SDHC Memory Card, SDXC Memory Card",,,,11.30 cm,2.70 cm,4.70 kg,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
307,14.1 in,1600 x 900,,,Intel Core i7 2640M,2,2.80 GHz,,,4 MB,,,,,,,,,120 GB,8 GB,,,,,,,,,,,,,,,,,,,,,,,,11.30 cm,2.70 cm,4.70 kg,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
308,,1366 X 768,No,No,AMD A6-9225,2,,,,1MB,,,,,,,,,,,2133 MHz DDR4,,,,,,,,,,5400 rpm,,,,,,,,,,,,,11.30 cm,2.70 cm,4.70 kg,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
309,15.6 in,1366 X 768,No,No,AMD A9-9420,2,3.0 GHz,,,,,,,,,,,,,,,,,,,,,,,1024 GB,,,,,,,,,,,,,,11.30 cm,2.70 cm,4.70 kg,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
310,15.6 in,1920 X 1080 (FHD),No,No,Intel Core i7-1065G7,4,1.3 GHz,,,,,,,,,,,,512 GB,,,,,,,,,,,,,,,,,,,,,,,,,11.30 cm,2.70 cm,4.70 kg,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
311,15.6 in,1366 X 768 (HD),No,No,Intel Pentium Gold 5405U,2,2.3 GHz,,,,,,,,,,,,,,,,,,,,,,,1 TB,,,,,,,,,,,,,,11.30 cm,2.70 cm,4.70 kg,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
312,15.6 in,1366X768,No,,Intel Core i5 4340M,,2.5 GHz,,,,,,,,,,,,256 GB,8 GB,,,,,,,,,,,,,,,,,,,,,10/100/1000,,,11.30 cm,2.70 cm,4.70 kg,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
313,,1366X768,,,Intel Core i5 3320M,2,,,,3 MB SmartCache,,,,,,,,,,,4 GB,Intel HD Graphics 4000,,,,,,,,,,,DVD,,,,,,,,,Integrated,,11.30 cm,2.70 cm,4.70 kg,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
314,15.6 in,3840X2160,Yes,Yes,Intel Core i7 7700HQ,,,,,,,,,,,,,,256 GB,16 GB,,,,,,,,,,,,,,,,,,,,,,Integrated,,11.30 cm,2.70 cm,4.70 kg,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
315,15.6 in,,No,,AMD Ryzen 5 2500u Quad-Core Processor,,2.0 GHz,,,,,,,,,,,,,8 GB,8GB,,,,,,,,,256 GB,,,,,,,,,,,10/100/1000 Mbps,,,11.30 cm,2.70 cm,4.70 kg,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
316,15.6 in,,Yes,No,Intel Core i5- 5300U,2,,,,3 MB,,,,,,,,,,16 GB,16 GB DDR3,,,,,,,,,,,,,,,,,,,,,,,11.30 cm,2.70 cm,4.70 kg,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
317,15.6 in,,Yes,No,Intel Core i5- 5300U,2,,,,3 MB,,,,,,,,,,8 GB,8 GB DDR3,,,,,,,,,,,,,,,,,,,,,,,11.30 cm,2.70 cm,4.70 kg,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
318,15.6 in,,,,Intel Core I7-4810MQ,4,,,,,,,,,,,,,512 GB,16 GB,16GB DDR3,1G DDR5 Dedicated Graphics,,,,,,,,,,,DVDRW,,,,,,,,,,,11.30 cm,2.70 cm,4.70 kg,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
319,,,,,I7-4600U,2,2.9 GHz,,,4M,,,,,,,,,256 GB,8 GB,DDR 3,Intel HD Graphics 4400,,,,,,,,,,,,,,,,,,,,,,11.30 cm,2.70 cm,4.70 kg,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
320,14 in,,No,No,Intel i7-5600U,2,2.60 GHz,,,4 MB,,,,,,,,,1024 GB,,,,,,,,,,,,,,,,,,,,,,,,,11.30 cm,2.70 cm,4.70 kg,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
321,13.3 in,3200 x 1800,Yes,No,Intel i7-5600U,2,2.60 GHz,,,4 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.30 cm,2.70 cm,4.70 kg,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
322,13.3 in,,,,Core i5 7300U,,2.6 GHz,,,,,,,,,,,,256 GB,16 GB,16,Intel HD Graphics 620,,,,,,,,,,,,,,,,,,,10/100/1000,,,11.30 cm,2.70 cm,4.70 kg,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
323,13.3 in,,,,Intel Core i3-4300U,2,1.9 GHz,,,,,,,,,,,,128 GB,4 GB,,,,,2,,,,,128 GB,,,,,,,,,,,,,,11.30 cm,2.70 cm,4.70 kg,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
324,14 in,,No,,Intel Core i5-3320M,4,3.2 GHz,,,3M,,,,,,,,,,8 GB,,,,,,,,,,1000 GB,,,,,,,,,,,,,,11.30 cm,2.70 cm,4.70 kg,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
325,14 in,,,,Intel Core i5 6300u 2.4GHz,2,2.4 GHz,,,,,,,,,,,,480 GB,16 GB,DDR 3,,,,,,,,,0 GB,,,,,,,,,,,,,,11.30 cm,2.70 cm,4.70 kg,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
326,14 in,,,,Core i5(3320M),,2.6 GHz,,,,,,,,,,,,,,4,,,,"2 x USB 3.0, 1 x USB 2.0",,,,,,,,,,,,,,,"MultiMediaCard, SD Memory Card, SDHC Memory Card, SDXC Memory Card",10/100/1000,,,11.30 cm,2.70 cm,4.70 kg,,1.0,,,,,,,,,"VGA, Mini DisplayPort",,,,,,,,,,,,,,,
327,14 in,,,No,Intel Core™ i5-8265U,,1.6 GHz,,,,,,,,,,,,256 GB,8 GB,8GB LPDDR3 (On Board),NVIDIA GeForce MX250 2GB,,,,,,,,,,,,,,,,,,,,,,11.30 cm,2.70 cm,4.70 kg,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
328,14 in,,No,,Intel Core i5-3210M,2,2.5 GHz,,,3M,,,,,,,,,128 GB,8 GB,,,,,,,,,,,,,,,,,,,,,,,,11.30 cm,2.70 cm,4.70 kg,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
329,14 in,,No,,Intel Core i5-3210M,2,2.5 GHz,,,3M,,,,,,,,,,8 GB,,,,,,,,,,1000 GB,,,,,,,,,,,,,,11.30 cm,2.70 cm,4.70 kg,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
330,12.5 in,,No,,Intel Core i5-2520M,2,2.5 GHz,,,3 MB SmartCache,12.5” HD (1366x768) Anti-Glare LED,,,,,,,,,4 GB,,,,,,,,,,,,,,,,,,,,,,,,11.30 cm,2.70 cm,4.70 kg,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
331,13 in,,No,No,Intel Core i7-8550U CPU @ 1.80GHz,,1.8 GHz,,,,,,,,,,,,512 GB,16 GB,16 GB,,,,,,,,,,,,,,,,,,,,,,,11.30 cm,2.70 cm,4.70 kg,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
332,12.1 in,,Yes,,Intel Core 2 Duo SU9300,2,1.2 GHz,,,3 MB L2,12.1” Premium WXGA (1280x800) LED Display (Wide View),,,,,,,,,4 GB,,,,,,,,,,,,,,,,,,,,,,,,11.30 cm,2.70 cm,4.70 kg,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
333,15 in,,Yes,Yes,Intel Core i5-8305G CPU @ 2.80GHz,,2.8 GHz,,,,,,,,,,,,128 GB,8 GB,8 GB,,,,,,,,,,,,,,,,,,,,,,,11.30 cm,2.70 cm,4.70 kg,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
334,15.6 in,1366 x768,,No,Intel Core i5-5300u,,2.3 GHz,,,3 MB,,,,,,,,,180 GB,8 GB,,,,,,,,,,,,,,,,,,,,,,,,11.30 cm,2.70 cm,4.70 kg,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
335,,1920 X 1080,No,No,8th Generation Intel Core i7-8550U,4,1.8 GHz,,,8 MB,,,,,,,,,,,,,,,,,,,,1 GB,,,,,,,,,,,,,,11.30 cm,2.70 cm,4.70 kg,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
336,15.6 in,1920 X 1080,No,No,8th Generation Intel Core i7-8550U,4,1.80 GHz,,,8 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.30 cm,2.70 cm,4.70 kg,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
337,13.3 in,1920 X 1080,No,No,8th Generation Intel Core i5-8250U,4,1.60 GHz,,,6 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.30 cm,2.70 cm,4.70 kg,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
338,14 in,1920 X 1080,No,,Intel® Pentium® Silver N5000,4,1.10 GHz,,,4,,,,,,,,,0 GB,,,,,,,,,,,,,,,,,,,,,,,,,11.30 cm,2.70 cm,4.70 kg,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
339,13.3 in,3200 x 1800,,,Intel Core i5 6200U 2.8GHZ,2,2.8 GHz,,,3 MB SmartCache,LED Backlit Display,,,,,,,,256 GB,,,,,,,,,,,,,,,,,,,,,,,,,11.30 cm,2.70 cm,4.70 kg,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
340,14 in,1600x900,No,No,"Intel Core i5-5300U  (3M Cache, 2.30 GHz)",2,,,,3 MB SmartCache,,,,,,,,,240 GB,,,,,,,,,,,,,,,,,,,,,,,,,11.30 cm,2.70 cm,4.70 kg,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
341,14 in,1600x900,,,Intel Core i5 5300u 2.3GHz,2,2300 GHz,,,,,,,,,,,,256 GB,16 GB,16,,,,,,,,,,,,,,,,,,,,,,,11.30 cm,2.70 cm,4.70 kg,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
342,14 in,1371 x 768,,,1.9GHz (Up to 2.9 GHz),2,,,,3MB,,,,,,,,,240 GB,16 GB,16 GB PC3L-12800,,,,,,,,,,,,,,,,,,,,,,,11.30 cm,2.70 cm,4.70 kg,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
343,13.5 in,2256 x 1504,Yes,No,10th Generation Intel Core i5-1035G7&nbsp;Processor,4,,,,,Miracast capable,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.30 cm,2.70 cm,4.70 kg,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,
344,13.5 in,2256 x 1504,Yes,No,8th Gen Intel Core i5,4,,,,6 MB SmartCache,PixelSense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.30 cm,2.70 cm,4.70 kg,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
345,13.5 in,2256 x 1504,Yes,No,10th Gen Intel Core i5-1035G7&nbsp;Processor,4,1.2 GHz,,,,Miracast capable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.30 cm,2.70 cm,4.70 kg,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,
346,13.5 in,2256 x 1504,Yes,No,8th Generation Intel Core i5,4,1.6 GHz,,,,PixelSense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.30 cm,2.70 cm,4.70 kg,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,
347,13.5 in,2256 x 1504,Yes,No,7th Generation Intel Core i5-7200U,2,2.5 GHz,,,,PixelSense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.30 cm,2.70 cm,4.70 kg,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,
348,13.5 in,2256 x 1504,Yes,No,10th Gen Intel Core i7-1065G7&nbsp;Processor,4,1.3 GHz,,,,Miracast capable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.30 cm,2.70 cm,4.70 kg,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,
349,13.5 in,2256 x 1504,Yes,No,8th Gen Intel Core i7,4,1.3 GHz,,,,PixelSense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.30 cm,2.70 cm,4.70 kg,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,
350,15 in,3240 x 2160,Yes,Yes,8th Generation Intel Core i7-8650U,4,1.9 GHz,,,,PixelSense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.30 cm,2.70 cm,4.70 kg,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
351,15 in,2496 x 1664,Yes,No,,4,2.1 GHz,,,0,Miracast capable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.30 cm,2.70 cm,4.70 kg,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
352,15 in,2496 x 1664,Yes,No,AMD Ryzen 7 3780U Microsoft Surface Edition,4,2.3 GHz,,,,Miracast capable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.30 cm,2.70 cm,4.70 kg,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
353,15 in,2496 x 1664,Yes,No,AMD Ryzen 7 Microsoft Surface Edition,4,2.3 GHz,,,,Miracast capable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.30 cm,2.70 cm,4.70 kg,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
354,13 in,"13.3"" FHD (1920x1080) Non-Touch InfinityEdge Display",No,,Intel Core i5-8265U CPU @ 1.60GHz,,1.6 GHz,,,,,,,,,,,,256 GB,8 GB,8 GB,,,,,,,,,,,,,,,,,,,,,,,11.30 cm,2.70 cm,4.70 kg,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
355,13 in,"13.3"" FHD (1920x1080) Non-Touch InfinityEdge Display",No,No,Intel Core i7-8565U CPU @ 1.80GHz,,,,,,,,,,,,,,,,8 GB,Intel® UHD Graphics 620 with shared graphics memory,,,1 USB-C 3.1 with power delivery & DisplayPort,,,,,,,,,,,,,,,,,,,11.30 cm,2.70 cm,4.70 kg,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
356,13 in,13.3'' 4K Ultra HD (3840 x 216 0) InfinityEdge Touch Display,Yes,,Intel Core i7-8565U CPU @ 1.80GHz,,,,,,,,,,,,,,512 GB,16 GB,16 GB,Intel® UHD Graphics 620 with shared graphics memory,,,,,,,,,,,,,,,,,,,,,,11.30 cm,2.70 cm,4.70 kg,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
